name,Age,Citizenship,Contract expiration,DOB,Height (m),ID,Joined,Last club,Market value history,Nationality,Other positions,Position,Since,Team,Transfer history,Value,Value last updated,assists,games,goals,id,key_passes,npg,npxG,position,red_cards,shots,source,team,team_title,time,xA,xG,xGBuildup,xGChain,yellow_cards
Kenan Karaman,,,,,,,,,,,,,,,,,,2,21,1,98,8,1,2.313896202482283,F M S,0,21,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,961,1.2160936631262302,2.313896202482283,0.6500499919056892,3.4227208755910397,2
Florent Mollet,,,,,,,,,,,,,,,,,,0,9,1,5677,4,1,0.437628909945488,M S,0,11,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,399,0.4854036010801792,0.437628909945488,0.9345378056168556,1.735672987997532,1
Sepp van den Berg,,,,,,,,,,,,,,,,,,0,9,1,10721,2,1,0.27775995433330536,D S,0,5,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,692,0.13108974695205688,0.27775995433330536,0.6877231746912003,0.8645213358104229,2
Rodrigo Zalazar,,,,,,,,,,,,,,,,,,6,22,1,10850,35,1,3.0480029303580523,F M S,0,38,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,1338,3.8181767985224724,3.0480029303580523,2.16299463622272,5.541506182402372,4
Tim Skarke,,,,,,,,,,,,,,,,,,0,3,0,10926,1,0,0.12579399719834328,S,0,4,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,48,0.01797560043632984,0.12579399719834328,0,0.1297059990465641,1
Soichiro Kozuki,,,,,,,,,,,,,,,,,,0,5,1,11312,4,1,1.2282172068953514,M,0,14,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,392,0.25627389922738075,1.2282172068953514,0.2873010039329529,1.281147114932537,1
Danny Latza,,,,,,,,,,,,,,,,,,1,20,0,43,4,0,0.9111886546015739,M S,0,16,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,827,0.2813880555331707,0.9111886546015739,0.9968359656631947,1.7259758412837982,2
Ralf Fährmann,,,,,,,,,,,,,,,,,,0,12,0,330,0,0,0,GK,0,0,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,1025,0,0,1.0106055745854974,1.0106055745854974,0
Maya Yoshida,,,,,,,,,,,,,,,,,,0,29,0,845,4,0,0.9310164069756866,D S,0,12,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,2550,0.11958560161292553,0.9310164069756866,2.2403703052550554,2.338767798617482,4
Timothée Kolodziejczak,,,,,,,,,,,,,,,,,,0,1,0,2063,0,0,0,S,0,0,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,23,0,0,0,0,0
Michael Frey,,,,,,,,,,,,,,,,,,3,15,0,4848,10,0,1.9593377178534865,F S,0,28,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,877,2.0958570390939713,1.9593377178534865,0.6457106284797192,4.519075870513916,2
Alexander Schwolow,,,,,,,,,,,,,,,,,,0,23,0,5262,1,0,0.09960950165987015,GK S,0,1,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,2035,0.04205460101366043,0.09960950165987015,1.6959270285442472,1.7379816295579076,1
Jordan Larsson,,,,,,,,,,,,,,,,,,0,11,0,7770,4,0,0.9179258029907942,M S,0,10,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,468,0.709810109809041,0.9179258029907942,0.15526259690523148,1.7082823887467384,0
Alex Kral,,,,,,,,,,,,,,,,,,0,29,0,8017,11,0,1.562538480386138,M S,0,32,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,2357,0.5070484662428498,1.562538480386138,4.629865577444434,6.027862414717674,3
Malick Thiaw,,,,,,,,,,,,,,,,,,0,3,0,8378,0,0,0.1786629967391491,D,0,2,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,270,0,0.1786629967391491,0.3071206994354725,0.3071206994354725,2
Cédric Brunner,,,,,,,,,,,,,,,,,,0,28,0,8794,19,0,0.31480867601931095,D,0,10,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,2344,1.9498100448399782,0.31480867601931095,2.3983014822006226,3.9447230705991387,5
Thomas Ouwejan,,,,,,,,,,,,,,,,,,1,17,0,8922,18,0,0.12025740183889866,D M S,0,5,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,897,1.0852834060788155,0.12025740183889866,1.7265265863388777,2.1533401049673557,1
Kerim Çalhanoglu,,,,,,,,,,,,,,,,,,0,3,0,9162,3,0,0.018863100558519363,S,0,1,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,59,0.11599099636077881,0.018863100558519363,0.2025890052318573,0.3374429941177368,0
Florian Flick,,,,,,,,,,,,,,,,,,0,8,0,9412,1,0,0.047136399894952774,M S,0,2,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,501,0.01616309955716133,0.047136399894952774,0.2968528978526592,0.3476714976131916,1
Mehmet Can Aydin,,,,,,,,,,,,,,,,,,0,16,0,9427,4,0,0.3582813013345003,D M S,0,5,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,542,0.6829575225710869,0.3582813013345003,0.9457641849294305,1.14112582616508,0
Henning Matriciani,,,,,,,,,,,,,,,,,,0,22,0,9543,3,0,0.16095511335879564,D,0,3,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,1883,0.12437498569488525,0.16095511335879564,3.6549768298864365,3.7949037002399564,1
Jere Uronen,,,,,,,,,,,,,,,,,,0,11,0,9615,9,0,0.06505706440657377,D S,0,4,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,691,1.1887695714831352,0.06505706440657377,0.5072013596072793,0.696028208360076,2
Moritz Jenz,,,,,,,,,,,,,,,,,,0,11,0,9943,1,0,0.9572696089744568,D,0,10,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,947,0.009424169547855854,0.9572696089744568,2.2339563705027103,2.2433805726468563,5
Tobias Mohr,,,,,,,,,,,,,,,,,,3,18,0,10851,21,0,0.7133287824690342,D M S,0,12,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,816,2.1852673646062613,0.7133287824690342,1.200985288247466,3.0131134409457445,0
Leo Greiml,,,,,,,,,,,,,,,,,,0,7,0,11077,1,0,0.07862959802150726,D S,0,1,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,350,0.05479630082845688,0.07862959802150726,0.17895030230283737,0.23374660313129425,2
Sidi Sané,,,,,,,,,,,,,,,,,,0,1,0,11200,0,0,0,S,0,0,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,23,0,0,0,0,0
Andreas Ivan,,,,,,,,,,,,,,,,,,0,1,0,11313,0,0,0.04527780041098595,S,0,1,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,40,0,0.04527780041098595,0.0572442002594471,0.0572442002594471,0
Keke Maximilian Topp,,,,,,,,,,,,,,,,,,0,1,0,11314,0,0,0.054873500019311905,S,0,1,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,18,0,0.054873500019311905,0,0,0
Éder Balanta,,,,,,,,,,,,,,,,,,0,6,0,11370,4,0,0.05806469917297363,M S,0,1,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,236,0.17949709855020046,0.05806469917297363,0.6726402118802071,0.7667979076504707,3
Jae-Sung Lee,,,,,,,,,,,,,,,,,,4,34,7,9783,26,7,4.690953841432929,F M S,0,35,understat,https://understat.com/team/Mainz_05/2022,Mainz 05,1941,2.557208967395127,4.690953841432929,4.051347360946238,9.127817280590534,2
Leandro Barreiro Martins,,,,,,,,,,,,,,,,,,3,31,4,7109,16,4,4.256420814432204,M S,0,31,understat,https://understat.com/team/Mainz_05/2022,Mainz 05,2161,2.5344324819743633,4.256420814432204,4.254139814525843,8.905741119757295,5
Raphael Guerreiro,,,,,,,,,,,,,,,,,,12,27,4,3455,58,4,2.9275588197633624,D M S,0,33,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,2309,7.812236609868705,2.9275588197633624,12.848744481801987,17.449738286435604,4
Jamie Bynoe-Gittens,,,,,,,,,,,,,,,,,,1,15,3,10542,2,3,2.581368736922741,F M S,0,24,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,514,0.5960651729255915,2.581368736922741,1.7946272119879723,4.752277040854096,0
Soumaila Coulibaly,,,,,,,,,,,,,,,,,,0,1,0,10467,0,0,0,S,0,0,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,42,0,0,0.06924170255661011,0.06924170255661011,0
Marco Pasalic,,,,,,,,,,,,,,,,,,0,1,0,11215,0,0,0.024389000609517097,S,0,1,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,9,0,0.024389000609517097,0.018985699862241745,0.04337469860911369,0
Kouadio Kone,,,,,,,,,,,,,,,,,,1,30,1,7482,20,1,0.8235916122794151,M,0,26,understat,https://understat.com/team/Borussia_M.Gladbach/2022,Borussia M.Gladbach,2636,1.2853310443460941,0.8235916122794151,11.459222538396716,13.008390493690968,12
Nathan N&#039;Goumou Minpol,,,,,,,,,,,,,,,,,,0,20,1,7612,3,1,1.1990367900580168,F M S,0,13,understat,https://understat.com/team/Borussia_M.Gladbach/2022,Borussia M.Gladbach,688,0.20888326317071915,1.1990367900580168,1.789853623136878,3.078505851328373,0
Bote Baku,,,,,,,,,,,,,,,,,,3,33,5,6708,27,5,3.2185200499370694,D F M S,0,28,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,2583,3.307960799895227,3.2185200499370694,10.979391114786267,15.9585737939924,6
Gian-Luca Waldschmidt,,,,,,,,,,,,,,,,,,0,18,4,294,1,3,1.627103941515088,F M S,0,11,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,493,0.0358399823307991,2.384880857542157,1.335745608434081,1.9761301949620247,0
Lukás Ambros,,,,,,,,,,,,,,,,,,0,1,0,11159,0,0,0,S,0,0,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,14,0,0,0,0,0
Jesper Lindstrom,,,,,,,,,,,,,,,,,,2,27,7,9752,18,7,5.696989983320236,M S,0,45,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,1729,2.896976849064231,5.696989983320236,3.7506067249923944,10.873751252889633,2
Eric Junior Dina Ebimbe,,,,,,,,,,,,,,,,,,1,19,3,7562,9,3,3.2817071303725243,D M S,0,26,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,1053,1.6191091164946556,3.2817071303725243,3.876341201364994,7.845243468880653,4
Santos Borré,,,,,,,,,,,,,,,,,,2,32,2,5113,15,1,3.8551732879132032,F M S,0,25,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,1030,2.2984054759144783,4.612951306626201,4.617487646639347,8.010373005643487,5
Filip Kostic,,,,,,,,,,,,,,,,,,0,1,0,64,1,0,0.017621999606490135,D,0,1,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,77,0.091041699051857,0.017621999606490135,0.012697399593889713,0.030319400131702423,1
Serhou Guirassy,,,,,,,,,,,,,,,,,,0,22,11,3738,18,9,10.441392052918673,F S,1,49,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,1665,1.3576067350804806,11.956945683807135,2.316678822040558,12.250795565545559,2
Chris Führich,,,,,,,,,,,,,,,,,,2,33,5,6449,23,4,2.6429078467190266,D F M S,0,44,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,1908,4.345919347833842,3.400684140622616,4.720971023663878,9.190579358488321,2
Silas Wamangituka,,,,,,,,,,,,,,,,,,2,30,5,8807,18,4,5.419168118387461,D F M S,0,42,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,2020,1.9076606966555119,6.176944080740213,4.591030273586512,11.44866382330656,3
Wataru Endo,,,,,,,,,,,,,,,,,,4,33,5,8808,45,5,5.163596375845373,M,0,45,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,2929,4.437882576137781,5.163596375845373,7.895517183467746,12.159647703170776,3
Tanguy Coulibaly,,,,,,,,,,,,,,,,,,0,14,4,8813,6,3,0.9294819571077824,S,0,12,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,296,0.9875827450305223,1.6872586272656918,0.5706927478313446,2.0845716297626495,3
Tiago Tomás,,,,,,,,,,,,,,,,,,3,27,3,10367,20,3,2.477932807058096,F M S,0,34,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,1297,3.7807464860379696,2.477932807058096,1.7089161202311516,6.8474081736058,2
Joshua Vagnoman,,,,,,,,,,,,,,,,,,2,23,2,6626,11,2,3.662363068200648,D F S,1,25,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,1471,1.281820660457015,3.662363068200648,3.9568955153226852,5.672499376349151,1
Konstantinos Mavropanos,,,,,,,,,,,,,,,,,,1,28,2,6722,16,2,3.6490307804197073,D S,1,49,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,2287,1.351170682348311,3.6490307804197073,6.167831616476178,8.236280523240566,7
Borna Sosa,,,,,,,,,,,,,,,,,,7,25,2,7075,67,2,1.0440194979310036,D S,0,15,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,1959,5.818904811516404,1.0440194979310036,7.2642288180068135,9.952242678962648,5
Naouirou Ahamada,,,,,,,,,,,,,,,,,,2,17,2,9274,16,2,0.6138978954404593,M,1,16,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,1426,1.1083042230457067,0.6138978954404593,4.412002116441727,5.5820237547159195,2
Waldemar Anton,,,,,,,,,,,,,,,,,,2,34,1,106,12,1,1.5330881429836154,D,0,24,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,2950,2.125988921150565,1.5330881429836154,8.346572926267982,10.634754788130522,4
Gil Dias,,,,,,,,,,,,,,,,,,0,7,1,3769,8,1,0.5321334004402161,F S,0,10,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,407,0.7684373054653406,0.5321334004402161,0.2249538991600275,1.4440937042236328,0
Hiroki Ito,,,,,,,,,,,,,,,,,,1,30,1,9715,21,1,0.5910147782415152,D M S,0,21,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,2564,1.9893338391557336,0.5910147782415152,6.891387430950999,8.336282348260283,5
Juan Perea,,,,,,,,,,,,,,,,,,0,16,1,10837,2,1,0.19155360385775566,F S,0,2,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,397,0.6523671969771385,0.19155360385775566,1.4293353743851185,2.140662170946598,0
Genki Haraguchi,,,,,,,,,,,,,,,,,,0,11,0,35,7,0,0.18739770259708166,M S,0,6,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,509,0.25952880270779133,0.18739770259708166,0.6591080147773027,0.9485176969319582,0
Pascal Stenzel,,,,,,,,,,,,,,,,,,1,12,0,326,8,0,0.026194599457085133,D S,0,2,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,312,0.6617796197533607,0.026194599457085133,2.2592840418219566,2.2854786412790418,0
Florian Müller,,,,,,,,,,,,,,,,,,0,19,0,5328,2,0,0,GK,0,0,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,1710,0.03658443037420511,0,4.073911553248763,4.110496556386352,0
Dan-Axel Zagadou,,,,,,,,,,,,,,,,,,0,17,0,6103,9,0,1.5300191482529044,D S,0,14,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,1275,0.6441727681085467,1.5300191482529044,3.260383792221546,3.7786047346889973,3
Nikolas Nartey,,,,,,,,,,,,,,,,,,0,9,0,6415,4,0,0.4124358892440796,D M S,0,4,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,474,0.24095896445214748,0.4124358892440796,0.22965240478515625,0.8038650043308735,1
Fabian Bredlow,,,,,,,,,,,,,,,,,,0,15,0,7030,0,0,0,GK,0,0,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,1350,0,0,0.9451732290908694,0.9451732290908694,2
Darko Churlinov,,,,,,,,,,,,,,,,,,0,1,0,7790,0,0,0,S,0,0,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,23,0,0,0,0,0
Enzo Millot,,,,,,,,,,,,,,,,,,1,23,0,8645,13,0,1.5908633694052696,M S,0,17,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,879,1.8406341979280114,1.5908633694052696,2.3206195067614317,3.9699579533189535,3
Sasa Kalajdzic,,,,,,,,,,,,,,,,,,3,3,0,8812,6,0,0.4039623886346817,F,0,5,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,241,0.681012399494648,0.4039623886346817,0.2441340982913971,1.094398096203804,1
Atakan Karazor,,,,,,,,,,,,,,,,,,1,29,0,8878,14,0,0.1994857955724001,M S,0,6,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,1957,0.5135862026363611,0.1994857955724001,5.649411277845502,6.075968971475959,10
Lilian Egloff,,,,,,,,,,,,,,,,,,0,10,0,8987,4,0,0.300667991861701,F M S,0,8,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,231,0.8084998950362206,0.300667991861701,0.5523819914087653,1.5832354128360748,1
Clinton Mola,,,,,,,,,,,,,,,,,,0,1,0,9479,0,0,0.02121400088071823,S,0,1,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,11,0,0.02121400088071823,0,0.02121400088071823,1
Luca Pfeiffer,,,,,,,,,,,,,,,,,,0,19,0,10838,13,0,2.433406077325344,F S,1,12,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,686,1.1532226838171482,2.433406077325344,1.9940283908508718,4.175427824258804,1
Thomas Kastanaras,,,,,,,,,,,,,,,,,,0,4,0,11002,1,0,0.17639049887657166,M S,0,2,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,68,0.054092999547719955,0.17639049887657166,0.024937499314546585,0.13239100202918053,0
Alou Kuol,,,,,,,,,,,,,,,,,,0,1,0,11050,0,0,0,S,0,0,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,4,0,0,0,0,0
Laurin Ulrich,,,,,,,,,,,,,,,,,,0,1,0,11228,0,0,0,S,0,0,understat,https://understat.com/team/VfB_Stuttgart/2022,VfB Stuttgart,5,0,0,0,0,0
Ellyes Skhiri,,,,,,,,,,,,,,,,,,1,32,7,3347,25,7,5.808995292522013,M,0,32,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,2859,1.712702731601894,5.808995292522013,7.378694258630276,10.647969525307417,5
Florian Kainz,,,,,,,,,,,,,,,,,,10,32,6,5231,70,3,3.596501019783318,M S,1,54,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,2421,10.14009902253747,5.869831685908139,7.218805201351643,15.10276055894792,4
Steffen Tigges,,,,,,,,,,,,,,,,,,1,30,6,9227,17,6,5.619470227509737,F S,0,35,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,1595,2.0866267140954733,5.619470227509737,3.29516938328743,9.970635317265987,1
Dejan Ljubicic,,,,,,,,,,,,,,,,,,1,27,5,9797,27,4,2.321560231037438,M S,0,35,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,1728,1.985349452123046,3.079336908645928,4.242061257362366,7.993325859308243,3
Denis Huseinbasic,,,,,,,,,,,,,,,,,,1,24,4,11074,5,4,3.1466346383094788,F M S,0,16,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,754,0.3550259303301573,3.1466346383094788,0.7662929929792881,4.030383285135031,3
Timo Hübers,,,,,,,,,,,,,,,,,,0,29,3,6403,2,3,1.793745718896389,D S,0,15,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,2555,0.10884079895913601,1.793745718896389,7.347853546962142,7.382432838901877,8
Linton Maina,,,,,,,,,,,,,,,,,,7,33,3,6638,36,3,4.7160975662991405,F M S,0,35,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,2303,7.570193352177739,4.7160975662991405,2.841872029006481,12.242463361471891,1
Jan Thielmann,,,,,,,,,,,,,,,,,,2,23,2,8205,10,2,1.5090388637036085,F M S,0,13,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,826,1.4637641627341509,1.5090388637036085,1.7293729539960623,4.475083563476801,5
Benno Schmitz,,,,,,,,,,,,,,,,,,0,31,1,5253,19,1,0.4100085962563753,D S,0,10,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,2456,1.833229087293148,0.4100085962563753,5.947262067347765,7.680772051215172,6
Luca Kilian,,,,,,,,,,,,,,,,,,0,16,1,7807,3,1,1.1016450533643365,D S,2,4,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,1118,0.19901977106928825,1.1016450533643365,1.8989955224096775,2.01297839358449,1
Sargis Adamyan,,,,,,,,,,,,,,,,,,3,24,1,7900,8,1,4.416220685467124,F S,0,21,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,594,1.153845027089119,4.416220685467124,1.2954558189958334,5.836594196036458,3
Eric Martel,,,,,,,,,,,,,,,,,,1,29,1,9053,7,1,1.642373476177454,M S,0,28,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,2033,0.8461567042395473,1.642373476177454,2.890046799555421,3.9152358528226614,6
Florian Dietz,,,,,,,,,,,,,,,,,,0,11,1,10848,4,1,2.3856642432510853,F S,0,17,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,395,0.2618653029203415,2.3856642432510853,0,2.542707994580269,1
Mark Uth,,,,,,,,,,,,,,,,,,0,3,0,88,0,0,0.04448670148849487,S,0,1,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,35,0,0.04448670148849487,0.44305700063705444,0.4875437021255493,1
Jonas Hector,,,,,,,,,,,,,,,,,,2,32,0,131,32,0,1.2536811381578445,D M,0,25,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,2830,3.005852648988366,1.2536811381578445,8.113455280661583,8.971813114359975,3
Marvin Schwäbe,,,,,,,,,,,,,,,,,,0,34,0,4376,0,0,0,GK,0,0,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,3060,0,0,5.439777318388224,5.439777318388224,1
Ondrej Duda,,,,,,,,,,,,,,,,,,0,13,0,5240,8,0,0.6100651063024998,M S,0,12,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,704,0.46209959872066975,0.6100651063024998,1.7013518456369638,2.3941830098629,4
Kingsley Ehizibue,,,,,,,,,,,,,,,,,,0,1,0,7785,0,0,0.011328699998557568,D,0,1,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,64,0,0.011328699998557568,0.07046160101890564,0.08179029822349548,0
Kingsley Schindler,,,,,,,,,,,,,,,,,,1,29,0,7788,10,0,2.294483568519354,D M S,0,11,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,1053,0.8811257928609848,2.294483568519354,2.559417525306344,5.587809706106782,4
Julian Chabot,,,,,,,,,,,,,,,,,,2,21,0,7937,4,0,1.1622466929256916,D,0,14,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,1815,2.173225771635771,1.1622466929256916,3.8065885305404663,3.8065885305404663,3
Tim Lemperle,,,,,,,,,,,,,,,,,,0,12,0,8407,3,0,0.1499760001897812,S,0,2,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,95,0.662684977054596,0.1499760001897812,0.6830402053892612,1.2163401879370213,0
Dimitris Limnios,,,,,,,,,,,,,,,,,,0,2,0,8876,2,0,0.013928248547017574,S,0,1,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,33,0.0905420184135437,0.013928248547017574,0,0.017422782257199287,0
Mathias Olesen,,,,,,,,,,,,,,,,,,0,14,0,10157,2,0,0,M S,0,0,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,463,0.12150289863348007,0,0.4394447188824415,0.5609476175159216,1
Kristian Pedersen,,,,,,,,,,,,,,,,,,0,6,0,10849,2,0,0.30140000581741333,D S,0,1,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,269,0.07323609851300716,0.30140000581741333,0.45297908782958984,0.5092042870819569,1
Nikola Soldo,,,,,,,,,,,,,,,,,,0,7,0,11120,1,0,0.6820327043533325,D S,0,6,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,593,0.02305000089108944,0.6820327043533325,0.9448019079864025,0.9792268984019756,1
Justin Diehl,,,,,,,,,,,,,,,,,,0,2,0,11319,0,0,0,S,0,0,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,12,0,0,0.033757299184799194,0.033757299184799194,0
Vincenzo Grifo,,,,,,,,,,,,,,,,,,5,33,15,5266,55,8,5.556354703381658,F M S,0,66,understat,https://understat.com/team/Freiburg/2022,Freiburg,2461,6.470908637158573,11.618569439277053,6.598483877256513,12.240157168358564,2
Michael Gregoritsch,,,,,,,,,,,,,,,,,,4,30,10,171,25,10,9.705382015556097,F S,0,66,understat,https://understat.com/team/Freiburg/2022,Freiburg,2200,3.3593770395964384,9.705382015556097,4.920723516494036,16.562423076480627,6
Lucas Höler,,,,,,,,,,,,,,,,,,2,26,5,6475,13,5,3.6032575387507677,F M S,0,30,understat,https://understat.com/team/Freiburg/2022,Freiburg,1502,1.6405130699276924,3.6032575387507677,1.4409705605357885,3.798353884369135,1
Ritsu Doan,,,,,,,,,,,,,,,,,,4,33,5,8791,27,5,7.099370298907161,F M S,0,57,understat,https://understat.com/team/Freiburg/2022,Freiburg,2465,4.073547758162022,7.099370298907161,2.979630371555686,11.465518349781632,3
Matthias Ginter,,,,,,,,,,,,,,,,,,1,34,4,315,13,4,2.430537860840559,D,0,21,understat,https://understat.com/team/Freiburg/2022,Freiburg,3060,0.7070831768214703,2.430537860840559,4.177657328546047,4.725313579663634,3
Lukas Kübler,,,,,,,,,,,,,,,,,,1,22,2,5263,6,2,1.1012414703145623,D S,0,9,understat,https://understat.com/team/Freiburg/2022,Freiburg,1648,0.1311960630118847,1.1012414703145623,2.28114303201437,2.7091146502643824,1
Daniel-Kofi Kyereh,,,,,,,,,,,,,,,,,,0,12,2,10739,3,2,2.88252479583025,F M S,0,12,understat,https://understat.com/team/Freiburg/2022,Freiburg,564,0.17738290131092072,2.88252479583025,1.522851487621665,4.313074983656406,2
Maximilian Eggestein,,,,,,,,,,,,,,,,,,2,31,1,125,24,1,0.6381404902786016,M S,0,16,understat,https://understat.com/team/Freiburg/2022,Freiburg,2457,1.6137695387005806,0.6381404902786016,5.197655914351344,7.011526858434081,6
Roland Sallai,,,,,,,,,,,,,,,,,,3,19,1,1277,16,1,3.211693041957915,D F M S,0,32,understat,https://understat.com/team/Freiburg/2022,Freiburg,996,1.432769381441176,3.211693041957915,0.7020894680172205,4.082279880531132,6
Philipp Lienhart,,,,,,,,,,,,,,,,,,0,29,1,2611,3,1,1.054093362763524,D S,0,17,understat,https://understat.com/team/Freiburg/2022,Freiburg,2500,0.1202089972794056,1.054093362763524,5.443973291665316,5.848429725505412,3
Christian Günter,,,,,,,,,,,,,,,,,,4,33,1,4243,61,1,1.7878065453842282,D M S,0,27,understat,https://understat.com/team/Freiburg/2022,Freiburg,2752,4.898587743751705,1.7878065453842282,5.097803715616465,9.596133073791862,5
Nils Petersen,,,,,,,,,,,,,,,,,,0,27,1,4248,1,1,1.4284525010734797,S,0,9,understat,https://understat.com/team/Freiburg/2022,Freiburg,231,0.020656900480389595,1.4284525010734797,1.5439123697578907,2.9619711749255657,1
Manuel Gulde,,,,,,,,,,,,,,,,,,0,15,1,5292,2,1,0.5734108686447144,D S,0,2,understat,https://understat.com/team/Freiburg/2022,Freiburg,643,0.17317043244838715,0.5734108686447144,1.3315233793109655,1.3315233793109655,2
